PMX Bone Weight
1.029799,19.49699,0.6436325,0.9046507,0.2616985,0.336334,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.033574,19.48928,0.6279579,0.9170892,0.2702622,0.2930964,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.028436,19.54956,0.576758,0.908648,0.348737,0.2296544,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.018124,19.56126,0.6091829,0.8656576,0.3740832,0.332714,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.016836,19.49519,0.6621957,0.8018785,0.3353117,0.4945269,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.091723,19.36898,0.5907331,0.909895,0.1606913,0.3824517,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.082198,19.33072,0.6140829,0.8991579,0.1267097,0.418879,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.123411,19.25311,0.5384708,0.9536437,0.09523726,0.2854708,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.122973,19.32509,0.503821,0.9596474,0.217549,0.1781831,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.082073,19.40793,0.5870081,0.9025476,0.3458567,0.2564973,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.022974,19.27737,0.743671,0.8995941,0.1097548,0.4227105,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.045098,19.26639,0.7188831,0.8755866,0.1480813,0.4598042,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.054886,19.26269,0.688521,0.8975095,0.1047143,0.4283824,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9816986,19.32467,0.824308,0.8909957,0.06039823,0.449976,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.007474,19.34962,0.762508,0.9178175,0.09480132,0.3855173,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.004074,19.38734,0.7641826,0.8843077,0.2285753,0.4071279,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9772363,19.37729,0.8225961,0.8307347,0.2951318,0.4719926,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.046586,19.47369,0.6131082,0.8895367,0.2953833,0.3485295,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.010199,19.49851,0.6715208,0.8976913,0.3043604,0.318614,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.058048,19.45198,0.5981708,0.9427571,0.1937617,0.2714137,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.065286,19.43393,0.5860077,0.8819077,0.4052749,0.2408127,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.075486,19.44912,0.4978328,0.9294704,0.3332113,0.1582868,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.069461,19.49041,0.5199648,0.960807,0.1982226,0.1937976,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.074773,19.29812,0.6463085,0.8727805,0.1177444,0.4736984,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.082198,19.33072,0.6140829,0.8991579,0.1267097,0.418879,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9953486,19.43576,0.7498079,0.8738043,0.1734288,0.4542998,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9953862,19.40907,0.7572456,0.8247063,0.3395893,0.4522593,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9998236,19.49223,0.697845,0.8840827,0.2961559,0.3615098,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9985611,19.4847,0.7168956,0.9112043,0.3079097,0.2736751,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.062348,19.28062,0.6679702,0.8759213,0.1156179,0.4683954,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.022974,19.27737,0.743671,0.8995941,0.1097548,0.4227105,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.032936,19.40769,0.6803079,0.9001051,0.2100816,0.3816758,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.106761,18.98367,0.6116338,0.8976973,-0.0711465,0.4348305,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.122635,19.01231,0.5725332,0.9346663,-0.02781101,0.3544366,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.094761,19.14993,0.6279836,0.905574,0.04943199,0.4212981,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.085361,19.13093,0.6593204,0.9020383,0.042328,0.4295755,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9947863,19.47207,0.7362705,0.889335,0.2378401,0.3905318,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6754941,18.01234,0.199576,0.6753062,-0.7372339,-0.02115603,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7144675,18.07789,0.1065994,0.6754516,-0.7362835,-0.04064243,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8066214,18.15011,0.1604353,0.7125432,-0.683521,-0.1583703,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7492465,18.08161,0.2747474,0.689253,-0.723091,0.04549359,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.007124,19.49966,0.6826206,0.8842201,0.2757537,0.3769806,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.494679,18.42823,1.121463,0.4449778,-0.4365781,0.781917,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5063511,18.34271,1.064634,0.4507169,-0.5052629,0.7359101,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6607705,18.47734,1.020689,0.634062,-0.4312125,0.6418886,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6484865,18.54676,1.078104,0.6171447,-0.3812572,0.6883133,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.103736,19.39464,0.4956709,0.942469,0.2958798,0.1555867,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.106761,19.37077,0.4953085,0.958187,0.2573832,0.1250257,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.124686,19.34438,0.3973079,0.9729841,0.2213244,0.06570572,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.119311,19.38388,0.3980709,0.9669202,0.2327111,0.1044539,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.134385,19.31602,0.2788206,0.9860872,0.1656052,-0.01437469,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.131935,19.37473,0.2781702,0.9839781,0.1767274,0.02354498,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.16056,19.22431,0.2934328,0.9870808,0.1598217,-0.01132745,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.146186,19.28174,0.4110704,0.9748823,0.2085749,0.07810762,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.127898,19.36608,0.1349827,0.9854279,0.1336781,-0.1051748,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.127823,19.28616,0.1241833,0.9739713,0.174985,-0.1440832,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.095448,19.26918,-0.02022879,0.9628809,0.113352,-0.2449721,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.10351,19.35822,-0.01901667,0.974874,0.1072718,-0.1952259,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.112072,19.24007,-0.01737921,0.9084992,0.3287664,-0.2579566,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.146747,19.10136,0.002258852,0.9781083,0.07405587,-0.1944725,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.115772,19.06002,-0.1301541,0.9517304,0.03149354,-0.3053149,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.083897,19.20816,-0.1486668,0.9015661,0.2705107,-0.3376419,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.043285,19.18474,-0.2609295,0.9037392,0.2037943,-0.3764613,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9929383,19.16398,-0.3827738,0.9123981,0.03822685,-0.4075145,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9817875,19.25452,-0.3944106,0.93437,0.06683357,-0.3499794,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.023872,19.24858,-0.2502169,0.9485025,0.09304718,-0.3027953,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.06691,19.03766,-0.2555165,0.9059417,0.005585581,-0.4233653,һ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
